First Name,Surname,country,age,OVR,Bat OVR,IQ,Technique,Power,Running,Bowl OVR,WicketTaking,Econ,Accuracy,Cltch
Adam,Lyth,England,34,74,72,72,73,74,50,50,48,52,50,44
Steven,Mullaney,England,35,74,62,56,63,65,66,70,65,68,83,79
Shahbaz,Nadeem,India,32,74,35,32,34,36,45,74,67,75,87,82
Ravi,Bishnoi,India,21,74,31,27,28,36,31,74,69,77,77,73
Mohit,Sharma,India,33,74,39,31,39,47,37,73,69,72,86,82
Jacob,Duffy,New Zealand,28,74,48,34,49,59,48,73,70,72,82,78
George,Worker,New Zealand,32,74,71,76,71,68,59,56,55,57,59,53
Will,Young,New Zealand,29,74,74,75,75,73,64,24,27,16,33,38
Bilal,Khan,Oman,34,74,27,28,26,25,36,73,71,77,71,69
Sohail,Khan,Pakistan,38,74,48,39,48,58,35,72,68,71,83,78
Usman,Qadir,Pakistan,28,74,46,41,46,49,47,73,70,75,77,73
Dane,Paterson,South Africa,33,74,45,34,47,51,58,73,70,73,82,78
Chaturanga,de Silva,Sri Lanka,32,74,58,55,59,60,64,71,69,72,76,70
Binura,Fernando,Sri Lanka,27,74,44,41,45,47,44,73,71,75,72,69
Ashley,Nurse,West Indies,33,74,58,55,57,61,59,71,67,73,78,73
Chris,Mpofu,Zimbabwe,36,74,35,37,35,30,49,74,70,75,81,76
Hamid,Hassan,Afghanistan,35,73,35,30,35,38,43,72,69,76,72,68
Usman,Khawaja,Australia,35,73,73,79,75,66,68,24,27,15,32,37
Jake,Ball,England,31,73,32,26,29,40,30,72,72,70,80,76
Matt,Critchley,England,25,73,62,64,64,59,69,69,66,70,74,70
Brett,D'Oliveira,England,30,73,66,69,68,62,72,66,61,67,74,71
Laurie,Evans,England,34,73,72,78,72,68,72,35,36,35,35,34
Dan,Lawrence,England,25,73,71,71,73,70,67,53,53,55,51,48
Callum,Parkinson,England,25,73,40,42,44,33,55,72,69,74,78,73
David,Payne,England,31,73,27,27,27,25,47,73,71,71,83,79
Max,Waller,England,34,73,28,28,27,26,38,73,69,73,85,80
Nizakat,Khan,Hong Kong,30,73,70,72,71,67,69,58,57,65,51,42
Mayank,Agarwal,India,31,73,73,76,72,71,63,32,27,36,36,33
Iqbal,Abdulla,India,32,73,43,44,43,42,45,72,66,74,81,76
Ankit,Rajpoot,India,28,73,29,26,26,33,38,72,70,73,78,75
Pradeep,Sangwan,India,31,73,42,35,42,46,44,72,68,73,81,76
Vijay,Shankar,India,31,73,70,73,70,66,69,57,54,59,61,58
Shubman,Gill,India,22,73,73,79,75,67,62,24,27,15,33,37
Rahul,Tewatia,India,29,73,67,64,68,70,65,64,60,66,70,67
Rahul,Tripathi,India,31,73,72,73,72,70,70,46,46,49,42,37
Manan,Vohra,India,29,73,73,76,73,71,64,23,26,15,32,37
Shane,Getkate,Ireland,30,73,66,63,67,69,68,67,68,67,67,65
Lorcan,Tucker,Ireland,25,73,73,70,74,74,75,25,29,16,35,40
Bilal,Muhammad,Malta,24,73,60,48,61,69,53,69,67,74,62,61
Stephan,Baard,Namibia,30,73,73,79,73,67,76,39,35,44,40,36
Karan,KC,Nepal,30,73,61,45,63,71,65,69,69,71,64,65
Seth,Rance,New Zealand,34,73,41,31,41,51,34,72,70,72,78,73
Blair,Tickner,New Zealand,28,73,29,26,26,32,32,73,72,73,76,73
Yasir,Shah,Pakistan,36,73,39,36,39,39,48,72,66,73,85,79
Junior,Dala,South Africa,32,73,44,35,46,50,52,72,70,71,79,76
Prenelan,Subrayen,South Africa,28,73,50,45,50,54,47,71,66,75,75,70
Pathum,Nissanka,Sri Lanka,24,73,73,79,76,65,79,25,28,16,35,40
Lakshan,Sandakan,Sri Lanka,31,73,26,28,23,24,38,73,71,76,75,71
Ahmed,Raza,United Arab Emirates,33,73,40,41,39,40,48,72,66,78,76,73
Fidel,Edwards,West Indies,40,73,32,28,31,37,31,73,68,73,84,80
Obed,McCoy,West Indies,25,73,44,27,40,62,44,72,73,73,70,69
Keemo,Paul,West Indies,24,73,58,52,56,66,50,70,68,69,75,73
Romario,Shepherd,West Indies,27,73,63,53,65,72,46,67,68,68,66,65
Chadwick,Walton,West Indies,37,73,73,76,70,75,60,24,27,15,33,37
Craig,Ervine,Zimbabwe,36,73,73,78,74,70,68,24,27,16,34,38
Luke,Jongwe,Zimbabwe,27,73,59,61,60,56,60,69,69,70,69,71
Fawad,Ahmed,Australia,40,72,25,21,22,31,20,72,67,72,85,81
Nic,Maddinson,Australia,30,72,71,72,70,72,64,48,49,50,43,39
Peter,Siddle,Australia,37,72,26,24,26,28,31,72,69,72,79,75
Abu,Hider,Bangladesh,26,72,52,46,51,59,55,70,66,71,76,75
Imrul,Kayes,Bangladesh,35,72,71,78,69,70,57,36,29,44,39,33
Nazmul,Islam,Bangladesh,30,72,35,32,36,36,45,72,67,74,79,76
Navneet,Dhaliwal,Canada,33,72,71,76,73,66,58,47,48,50,41,39
Will,Beer,England,33,72,44,38,46,45,58,71,66,71,83,78
Steven,Croft,England,37,72,67,75,67,59,69,64,60,64,75,69
Stephen,Eskinazi,England,28,72,72,76,75,68,62,24,26,15,32,37
Ryan,Higgins,England,27,72,67,68,69,66,55,63,63,62,66,64
Arron,Lilley,England,31,72,67,61,69,72,61,62,58,64,69,65
Ben,Raine,England,30,72,61,57,62,65,52,67,65,67,74,71
Ross,Whiteley,England,33,72,71,70,70,74,59,37,37,37,37,34
Murugan,Ashwin,India,31,72,31,31,30,32,32,72,67,73,79,75
Shreyas,Gopal,India,28,72,47,43,50,48,47,71,69,72,75,72
Karun,Nair,India,30,72,71,74,71,70,69,44,43,48,39,35
Virat,Singh,India,24,72,71,78,73,66,63,37,33,41,38,33
Varun,Thamotharam,Malta,33,72,68,64,70,73,52,59,59,62,53,55
Francisco,Couana,Mozambique,25,72,68,67,69,70,61,60,59,66,49,50
Cole,McConchie,New Zealand,30,72,61,64,64,56,67,67,63,70,71,69
Zeeshan,Maqsood,Oman,34,72,67,71,68,65,53,62,61,66,59,57
Charles,Amini,Papua New Guinea,30,72,63,67,65,58,71,67,63,71,65,65
Aamer,Yamin,Pakistan,32,72,60,52,61,66,62,68,64,68,78,75
Theunis,de Bruyn,South Africa,29,72,71,75,73,67,64,36,33,40,38,34
Leus,du Plooy,South Africa,27,72,70,76,72,63,70,47,50,49,41,37
Lizaad,Williams,South Africa,28,72,45,49,44,41,52,71,69,73,69,67
Asela,Gunaratne,Sri Lanka,36,72,65,71,67,59,70,66,63,68,69,68
Ishan,Jayaratne,Sri Lanka,33,72,59,54,60,62,55,68,66,70,68,64
Malinda,Pushpakumara,Sri Lanka,35,72,41,34,43,47,36,71,71,74,69,65
Sherfane,Rutherford,West Indies,23,72,71,67,69,76,68,44,44,47,43,38
Noor,Ali Zadran,Afghanistan,34,71,71,78,72,63,67,24,27,16,33,38
Nathan,Ellis,Australia,27,71,44,39,45,45,55,70,67,72,71,69
Riley,Meredith,Australia,26,71,32,27,34,32,51,71,69,72,73,71
Mitchell,Swepson,Australia,28,71,37,31,38,40,49,70,67,73,72,69
Jake,Weatherald,Australia,27,71,71,72,71,71,59,24,27,15,32,37
Tom,Abell,England,28,71,71,73,73,66,72,36,36,36,37,36
Mason,Crane,England,25,71,39,54,41,23,54,71,68,73,74,71
Luke,Fletcher,England,33,71,39,28,38,50,42,71,68,70,80,76
Jack,Leaning,England,28,71,69,71,70,66,72,47,48,50,44,41
Sam,Northeast,England,32,71,71,78,72,63,72,23,26,15,32,36
Graeme,White,England,35,71,48,38,50,57,43,70,66,68,82,77
Zeeshan,Kukikhel,Hungary,26,71,68,66,70,71,50,53,54,56,44,47
Pankaj,Jaswal,India,26,71,53,35,58,64,57,68,69,70,64,63
Chama,Milind,India,27,71,49,42,51,53,51,70,70,71,67,65
Parvez,Rasool,India,33,71,52,55,52,48,55,69,63,74,73,69
Ambati,Rayudu,India,36,71,71,79,70,67,66,23,26,15,32,36
Navdeep,Saini,India,29,71,33,35,33,30,43,71,65,74,76,72
Jagadeesha,Suchith,India,28,71,49,42,50,53,51,69,65,72,73,70
Nehemiah,Odhiambo,Kenya,38,71,48,44,47,53,37,69,67,70,74,72
Ravija,Sandaruwan,Kuwait,30,71,71,68,72,74,63,25,28,16,34,39
Hamish,Bennett,New Zealand,35,71,29,28,30,26,48,71,66,72,78,74
Abdul Hadi,,Pakistan,26,71,71,80,75,61,60,24,27,15,33,37
Umaid,Asif,Pakistan,38,71,47,36,49,56,45,69,66,69,79,74
Taranjeet,Singh,Romania,36,71,67,64,69,70,49,60,60,65,49,52
Kyle,Coetzer,Scotland,38,71,70,78,70,64,59,44,43,46,42,37
Marco,Marais,South Africa,28,71,71,70,71,73,69,29,27,27,35,34
Malusi,Siboto,South Africa,34,71,31,29,30,31,46,70,66,70,81,77
Prabath,Jayasuriya,Sri Lanka,30,71,26,26,24,26,43,71,69,76,67,63
Ashan,Priyanjan,Sri Lanka,32,71,66,68,67,66,52,63,60,67,64,59
Sadeera,Samarawickrama,Sri Lanka,26,71,71,80,74,61,76,24,28,16,34,38
Jeffrey,Vandersay,Sri Lanka,32,71,33,33,32,34,37,71,68,74,73,71
Muhammad,Waseem,United Arab Emirates,28,71,68,68,69,71,49,53,60,52,39,39
Sharafuddin,Ashraf,Afghanistan,27,70,57,46,58,66,60,67,63,71,65,64
Michael,Neser,Australia,32,70,46,43,48,47,42,69,67,69,76,73
Taijul,Islam,Bangladesh,30,70,33,36,33,31,33,70,66,72,76,73
Ziaur,Rahman,Bangladesh,35,70,66,60,64,74,54,59,58,59,62,58
Hristo,Lakov,Bulgaria,31,70,62,77,68,47,45,65,61,70,62,61
Ian,Cockbain,England,35,70,70,76,71,65,68,23,26,15,31,36
Alex,Davies,England,27,70,70,73,72,65,71,24,27,15,32,37
Saqib,Mahmood,England,25,70,32,36,32,29,36,70,69,70,70,70
Adam,Rossington,England,29,70,70,66,71,73,56,23,26,15,32,37
Will,Smeed,England,20,70,70,67,70,74,63,24,27,15,33,37
Gustav,Mckeon,France,18,70,68,69,69,68,55,51,52,56,40,44
Abhishek,Sharma,India,21,70,68,66,69,70,60,50,50,53,46,45
Aniket,Choudhary,India,32,70,33,30,33,35,44,70,67,72,72,68
Kedar,Jadhav,India,37,70,69,71,69,66,65,42,44,44,37,30
Mahipal,Lomror,India,22,70,68,71,69,66,62,48,42,52,49,50
Jitesh,Sharma,India,28,70,69,67,71,72,53,37,27,47,39,34
Saurabh,Tiwary,India,32,70,70,77,69,65,63,32,27,36,36,33
Curtis,Campher,Ireland,23,70,65,61,67,67,69,61,61,62,56,60
Gareth,Berg,Italy,41,70,56,57,58,55,56,67,63,68,75,72
Alex,Obanda,Kenya,34,70,70,70,71,75,36,25,28,16,34,39
Collins,Obuya,Kenya,41,70,65,74,66,58,60,60,59,62,59,55
Sompal,Kami,Nepal,26,70,52,47,53,56,48,68,65,72,65,66
Todd,Astle,New Zealand,35,70,44,45,46,40,54,69,64,72,75,71
Neil,Broom,New Zealand,38,70,69,76,69,65,57,41,42,42,39,33
Josh,Clarkson,New Zealand,25,70,69,67,70,71,64,42,43,43,40,38
Cam,Fletcher,New Zealand,29,70,70,73,71,66,70,23,26,15,32,37
Ajaz,Patel,New Zealand,33,70,36,33,37,37,48,70,67,72,73,70
Ben,Wheeler,New Zealand,30,70,55,48,56,60,61,67,64,69,70,68
Amad,Butt,Pakistan,27,70,54,44,56,63,46,67,67,68,69,67
Azam,Khan,Pakistan,23,70,70,64,71,77,59,24,27,15,33,38
Ehsan,Adil,Pakistan,29,70,38,31,40,41,45,69,68,70,72,69
Haris,Sohail,Pakistan,33,70,69,80,70,60,63,44,45,45,40,35
Brad,Wheal,Scotland,25,70,33,27,34,37,42,69,69,71,67,67
Janak,Prakash,Singapore,21,70,65,60,66,67,71,61,59,65,55,58
Pite,van Biljon,South Africa,36,70,69,72,69,67,70,24,26,15,32,37
Nuwan,Pradeep,Sri Lanka,35,70,25,27,21,27,26,70,68,70,73,71
Dilruwan,Perera,Sri Lanka,40,70,47,45,48,49,41,69,64,72,75,71
Tharindu,Ratnayake,Sri Lanka,26,70,55,50,55,61,54,66,63,72,62,60
Frank,Nsubuga,Uganda,41,70,42,35,41,51,42,69,63,77,68,65
Veerasammy,Permaul,West Indies,32,70,36,29,34,42,42,69,63,73,77,73
Denesh,Ramdin,West Indies,37,70,70,79,70,65,55,24,27,16,33,38
Hayden,Walsh,West Indies,30,70,47,46,47,50,40,69,68,71,68,67
Milton,Shumba,Zimbabwe,21,70,67,72,68,62,53,57,58,61,48,43
Fareed,Ahmad,Afghanistan,27,69,43,32,44,49,55,67,65,70,68,67
Kamrul,Islam,Bangladesh,30,69,42,32,41,50,42,68,68,68,71,70
Mominul,Haque,Bangladesh,30,69,67,75,68,60,64,47,46,50,45,40
Saim,Hussain,Bulgaria,25,69,69,68,70,69,65,25,28,16,34,39
Ed,Barnard,England,26,69,56,52,58,56,62,65,62,65,75,74
Pat,Brown,England,23,69,30,38,30,21,42,69,68,69,72,71
Graham,Clark,England,29,69,69,68,71,70,60,29,28,27,35,35
Richard,Gleeson,England,34,69,28,24,29,30,41,69,67,70,72,69
Alex,Hughes,England,30,69,56,56,58,54,60,66,61,67,75,73
Jake,Lintott,England,29,69,40,35,40,44,44,69,67,71,68,66
Wayne,Madsen,England,38,69,67,72,69,61,67,48,46,50,50,45
Tom,Moores,England,25,69,69,67,69,72,53,24,27,15,33,37
Luis,Reece,England,32,69,66,65,66,67,69,53,51,54,53,53
Tom,Westley,England,33,69,68,73,70,64,54,43,40,47,43,39
Varun,Aaron,India,32,69,29,29,26,31,32,69,66,69,77,73
Abu,Nechim,India,33,69,41,33,41,47,48,69,65,70,73,71
Arshdeep,Singh,India,23,69,27,26,25,29,38,69,66,71,70,68
Basil,Thampi,India,28,69,38,30,37,45,46,69,65,70,74,71
Krishnappa,Gowtham,India,33,69,55,43,58,63,50,66,61,68,70,69
Lalit,Yadav,India,25,69,64,64,65,65,58,62,58,66,61,60
Lukman,Meriwala,India,30,69,27,27,26,27,33,69,69,72,65,63
Riyan,Parag,India,20,69,66,64,65,68,63,55,52,58,55,53
Prasidh,Krishna,India,26,69,16,20,12,15,20,69,65,70,75,72
Ravisrinivasan,Sai Kishore,India,25,69,38,24,36,48,50,68,65,74,64,62
Swapnil,Singh,India,31,69,56,54,56,58,59,65,62,69,66,63
Shrikant,Wagh,India,33,69,40,43,41,38,37,68,67,70,68,66
Barry,McCarthy,Ireland,29,69,49,41,49,54,54,67,66,68,68,68
Waseem,Abbas,Malta,32,69,53,37,54,65,49,66,65,70,60,60
Stephan,Myburgh,Netherlands,38,69,68,70,68,68,56,31,28,31,36,35
Dane,Cleaver,New Zealand,30,69,69,69,71,69,67,24,27,15,33,37
Anaru,Kitchen,New Zealand,38,69,65,65,64,66,54,59,53,62,67,60
Khawar,Ali,Oman,36,69,54,58,54,52,34,66,65,70,60,61
Imran,Khan,Pakistan,35,69,25,17,19,35,30,69,65,70,74,70
Zafar,Gohar,Pakistan,27,69,47,42,48,50,46,68,66,70,69,67
Matthew,Cross,Scotland,29,69,68,72,70,65,58,25,28,16,35,39
Ferisco,Adams,South Africa,33,69,52,54,55,49,48,67,64,68,70,68
Christiaan,Jonker,South Africa,35,69,69,70,68,69,56,38,38,39,37,33
Wihan,Lubbe,South Africa,29,69,66,64,67,68,57,54,50,59,52,47
Tristan,Stubbs,South Africa,21,69,69,66,70,71,64,38,35,41,39,37
Suranga,Lakmal,Sri Lanka,35,69,41,33,41,47,44,68,66,70,70,69
Angelo,Perera,Sri Lanka,32,69,67,74,69,61,58,51,50,54,48,43
Mahela,Udawatte,Sri Lanka,36,69,69,74,69,64,66,41,41,44,38,33
Roston,Chase,West Indies,30,69,65,69,66,61,57,59,57,65,54,54
Oshane,Thomas,West Indies,25,69,21,20,17,25,18,69,69,69,69,69
Peter,Moor,Zimbabwe,31,69,69,67,69,75,46,25,28,16,34,39
Blessing,Muzarabani,Zimbabwe,25,69,26,24,23,30,33,69,67,73,68,66
Scott,Boland,Australia,33,68,32,32,33,30,34,68,66,70,71,68
Mark,Steketee,Australia,28,68,39,32,38,44,38,67,66,68,70,68
Jonathan,Wells,Australia,33,68,68,77,71,56,65,30,27,31,35,34
Aqib,Iqbal,Austria,25,68,49,53,49,44,57,66,63,72,57,57
Iqbal,Hossain,Austria,27,68,66,57,69,72,57,53,57,57,41,35
Muktar,Ali,Bangladesh,32,68,48,49,47,49,50,66,64,66,70,68
Yasir,Ali,Bangladesh,26,68,67,70,68,65,66,33,28,37,37,34
Khalid,Ahmadi,Belgium,27,68,60,53,64,66,49,63,63,69,50,51
Aravinda,De Silva,Bulgaria,24,68,68,69,68,71,47,26,29,16,35,40
Alex,Blake,England,33,68,67,66,67,69,66,36,32,41,38,33
Scott,Borthwick,England,32,68,48,54,49,39,59,67,64,66,74,70
Ben,Cox,England,30,68,68,73,69,61,71,23,26,15,32,36
Zak,Crawley,England,24,68,68,66,70,68,65,24,27,15,33,37
Keaton,Jennings,England,30,68,66,73,69,57,67,52,49,57,51,44
Craig,Overton,England,28,68,49,45,50,52,54,66,65,67,70,69
Jamie,Overton,England,28,68,58,45,61,66,60,64,63,63,69,68
Andrew,Salter,England,29,68,46,43,48,49,46,66,63,67,72,68
Jack,Taylor,England,30,68,66,63,67,67,63,53,50,56,56,50
Ghulam,Ahmadi,Germany,25,68,50,62,55,33,61,66,61,75,58,56
Tanmay,Agarwal,India,27,68,68,72,70,63,55,24,27,15,32,37
Ricky,Bhui,India,25,68,67,67,67,68,61,38,29,49,38,28
Kedar,Devdhar,India,32,68,68,74,69,62,56,23,26,15,32,36
Gurinder,Singh,India,30,68,56,57,56,55,50,64,60,69,64,61
Gurkeerat,Singh Mann,India,32,68,66,69,66,65,62,44,41,48,42,37
Akshay,Karnewar,India,29,68,52,44,54,57,51,66,63,71,62,62
Manisankar,Murasingh,India,29,68,59,54,60,63,52,63,59,67,65,65
T,Natarajan,India,31,68,20,24,17,16,30,68,66,70,71,68
Rajat,Patidar,India,29,68,68,68,69,67,66,23,26,15,32,37
Sandeep,Warrier,India,31,68,18,20,14,19,18,68,64,71,71,68
Vivek,Singh,India,28,68,68,66,68,70,59,38,33,42,40,36
Jayant,Yadav,India,32,68,45,42,46,47,48,67,60,72,71,68
Irfan,Karim,Kenya,29,68,68,82,70,54,64,25,28,16,35,39
Elijah,Otieno,Kenya,34,68,27,28,23,29,31,68,65,70,68,69
Abinash,Bohara,Nepal,25,68,37,28,33,45,50,68,65,72,63,63
Gyanendra,Malla,Nepal,31,68,68,70,67,66,72,28,28,22,36,39
Henry,Nicholls,New Zealand,30,68,67,72,70,61,63,38,28,49,40,35
Assad,Vala,Papua New Guinea,34,68,64,69,65,59,59,59,58,62,54,51
Asif,Afridi,Pakistan,35,68,50,42,51,56,48,66,63,69,66,65
Khalid,Usman,Pakistan,36,68,45,41,47,47,40,66,63,69,68,66
Khurram,Manzoor,Pakistan,36,68,67,76,68,60,63,37,38,39,36,30
Shan,Masood,Pakistan,32,68,68,75,70,62,58,23,26,15,32,36
Ramesh,Satheesan,Romania,40,68,66,63,67,68,55,51,52,55,43,43
Patrick,Kruger,South Africa,27,68,66,68,67,67,43,49,48,51,48,47
Pieter,Malan,South Africa,32,68,67,75,69,59,59,46,49,51,37,25
Kyle,Nipper,South Africa,34,68,53,59,54,49,52,65,63,69,63,61
Chamika,Karunaratne,Sri Lanka,26,68,60,58,61,60,63,63,60,65,65,65
Nuwan,Thushara,Sri Lanka,27,68,29,28,30,27,44,67,68,68,64,65
Henry,Ssenyondo,Uganda,28,68,25,28,22,25,32,68,63,76,65,63
Simon,Ssesazi,Uganda,26,68,68,74,69,64,46,25,28,16,35,39
Kyle,Mayers,West Indies,29,68,66,64,65,71,46,53,50,56,53,49
Regis,Chakabva,Zimbabwe,34,68,68,68,69,68,64,25,28,16,34,39
Shingi,Masakadza,Zimbabwe,35,68,49,45,50,52,51,66,65,66,66,66
Richard,Ngarava,Zimbabwe,24,68,39,30,39,45,51,67,64,71,67,66
Donald,Tiripano,Zimbabwe,34,68,49,47,51,49,58,66,64,67,67,66
Aftab,Alam,Afghanistan,29,67,39,28,38,50,37,66,65,68,63,64
Ibrahim,Zadran,Afghanistan,20,67,66,68,67,64,62,44,42,47,42,42
Cameron,Bancroft,Australia,29,67,67,74,69,56,72,24,26,15,32,37
Jackson,Bird,Australia,35,67,28,31,29,24,37,67,62,69,72,70
James,Pattinson,Australia,32,67,38,32,38,44,43,66,64,67,67,67
Alex,Ross,Australia,30,67,67,70,68,62,70,23,26,15,32,36
Gurinder,Sandhu,Australia,29,67,33,29,33,34,46,66,64,68,69,68
Daniel,Worrall,Australia,31,67,42,37,44,45,49,66,61,68,70,68
Nabil,Samad,Bangladesh,35,67,15,17,12,17,12,67,62,72,72,68
Shohidul,Islam,Bangladesh,27,67,29,28,27,30,40,67,67,68,63,63
Dillon,Heyliger,Canada,32,67,60,57,61,63,60,62,61,66,52,55
Rayyan,Pathan,Canada,30,67,67,68,69,68,47,33,30,35,36,33
Matthew,Spoors,Canada,23,67,63,66,65,58,54,59,63,65,46,35
Nathan,Buck,England,31,67,42,33,40,52,45,66,64,67,70,68
Matthew,Carter,England,26,67,45,35,44,52,53,66,64,68,66,66
Jordan,Clark,England,31,67,60,59,61,59,64,62,60,61,67,65
George,Garton,England,25,67,55,46,57,62,58,63,63,64,64,64
Tom,Helm,England,28,67,38,40,41,33,50,66,65,67,69,67
Toby,Roland-Jones,England,34,67,47,41,48,49,47,65,64,66,66,65
John,Simpson,England,34,67,67,70,68,64,70,23,26,15,31,36
Jordan,Thompson,England,25,67,60,49,62,68,58,62,62,61,64,65
Liam,Trevaskis,England,23,67,52,47,54,55,52,65,61,69,65,62
Babar,Hayat,Hong Kong,30,67,67,70,69,66,50,25,28,16,34,39
Ashwin,Hebbar,India,26,67,66,70,67,63,52,43,42,45,40,37
Jay,Bista,India,26,67,66,67,68,66,59,40,37,44,39,36
Pritam,Das,India,33,67,32,25,31,37,35,66,64,69,66,65
Ishank,Jaggi,India,33,67,66,72,68,60,61,40,36,45,38,33
Wriddhiman,Saha,India,37,67,66,71,66,64,58,22,25,14,31,35
Parth,Sahani,India,29,67,65,70,67,61,59,45,46,47,40,38
Jalaj,Saxena,India,35,67,43,51,43,36,46,65,63,69,65,62
Atit,Sheth,India,26,67,53,55,54,50,52,64,63,67,59,60
Rinku,Singh,India,24,67,66,64,68,67,64,39,39,40,38,33
Aditya,Tare,India,34,67,67,69,68,65,61,23,26,15,31,36
Varun,Chakravarthy,India,30,67,24,26,22,24,24,67,62,73,68,65
Vishnu,Vinod,India,28,67,67,66,67,68,58,34,28,40,37,33
Stephen,Doheny,Ireland,23,67,67,70,68,64,57,24,27,15,33,37
Sami,Sohail,Malawi,20,67,61,73,70,47,37,61,62,65,48,51
Aasif,Sheikh,Nepal,21,67,67,67,68,66,63,25,28,16,35,39
Ed,Nuttall,New Zealand,29,67,33,29,29,42,32,67,64,68,71,69
Robert,O'Donnell,New Zealand,27,67,66,70,68,61,64,36,34,39,37,31
Jatinder,Singh,Oman,33,67,67,78,70,55,60,37,30,43,39,35
Abdullah,Shafique,Pakistan,22,67,67,69,69,63,64,24,27,15,33,38
Ahsan,Ali,Pakistan,28,67,65,66,68,66,44,48,58,44,36,34
Waqas,Maqsood,Pakistan,34,67,33,25,30,40,41,67,64,69,69,67
Zahid,Mahmood,Pakistan,34,67,35,31,35,39,35,67,65,70,66,64
Faisal,Khan,Saudi Arabia,25,67,65,58,68,70,55,46,46,49,40,39
Johannes,Diseko,South Africa,31,67,35,36,34,35,37,67,63,71,66,64
Heino,Kuhn,South Africa,38,67,67,72,68,61,69,23,26,15,32,36
Senuran,Muthusamy,South Africa,28,67,55,61,57,48,57,64,62,69,56,56
Aubrey,Swanepoel,South Africa,33,67,59,56,61,60,61,62,58,66,66,62
Dane,Vilas,South Africa,37,67,67,74,68,61,60,23,25,14,31,35
Yasir,Ali,Spain,30,67,62,71,63,56,46,61,62,65,50,51
Thikshila,de Silva,Sri Lanka,28,67,63,54,65,71,50,58,58,59,55,54
Ramesh,Mendis,Sri Lanka,27,67,60,60,62,58,66,62,60,66,59,60
Ali,Nayyer,Switzerland,29,67,63,64,64,63,60,55,54,59,45,48
Vriitya,Aravind,United Arab Emirates,20,67,67,68,69,66,58,25,28,16,35,39
Zahoor,Khan,United Arab Emirates,33,67,21,20,18,23,21,67,65,71,63,63
Khary,Pierre,West Indies,30,67,30,26,28,36,25,67,63,71,67,66
Azmatullah,Omarzai,Afghanistan,22,66,60,57,61,63,59,61,59,66,54,55
Noor,Ahmad,Afghanistan,17,66,36,32,36,40,35,65,62,70,64,63
Hilton,Cartwright,Australia,30,66,66,70,67,64,47,36,37,35,38,37
Daniel,Hughes,Australia,33,66,65,72,67,59,64,23,26,15,32,36
Josh,Lalor,Australia,34,66,32,31,32,31,35,65,63,67,69,67
Nahidul,Islam,Bangladesh,29,66,49,45,50,50,55,64,60,69,62,61
Shamim,Hossain,Bangladesh,21,66,63,58,65,68,52,49,48,54,44,41
Shamsur,Rahman,Bangladesh,34,66,65,70,66,63,49,38,40,37,36,33
Shuvagata,Hom,Bangladesh,35,66,61,55,62,66,57,58,57,59,60,59
Sohrawordi,Shuvo,Bangladesh,33,66,46,51,48,39,51,64,60,67,67,67
Sunzamul,Islam,Bangladesh,32,66,38,37,39,38,42,65,60,68,69,67
Omar,Rassol,Bulgaria,24,66,65,59,66,72,56,42,42,41,41,43
Ramon,Sealy,Cayman Islands,31,66,62,60,63,63,56,59,64,64,43,37
Chris,Cooke,England,36,66,65,65,66,65,65,23,25,15,31,35
Paul,Coughlin,England,29,66,58,57,60,55,66,61,62,61,61,62
Miles,Hammond,England,26,66,65,60,67,71,49,34,28,39,36,31
James,Hildreth,England,37,66,65,72,66,58,59,42,43,43,39,32
David,Lloyd,England,30,66,66,65,67,66,51,41,41,41,39,38
Darren,Stevens,England,46,66,58,60,57,57,52,62,59,60,74,69
Olly,Stone,England,28,66,40,32,39,47,50,65,63,66,67,66
Paul,Walter,England,28,66,63,60,64,65,64,53,52,53,53,53
Luke,Wood,England,27,66,39,36,41,38,47,66,63,66,69,69
Mark,Wood,England,32,66,42,46,46,36,42,65,64,68,63,63
Elam,Bharathi,Germany,29,66,15,18,11,16,19,66,65,73,55,55
Muslim,Yar,Germany,23,66,50,44,53,50,57,63,62,69,54,56
Ehsan,Khan,Hong Kong,37,66,50,47,49,53,53,63,60,70,56,56
Satyajeet,Bachhav,India,29,66,32,29,34,30,49,66,63,71,62,59
Prashant,Chopra,India,29,66,65,75,67,57,52,39,37,42,38,35
Rohan,Kadam,India,28,66,66,70,68,61,58,24,26,15,32,37
Amandeep,Khare,India,24,66,66,72,68,59,59,31,27,32,36,36
Ankit,Lamba,India,30,66,65,74,66,59,51,29,27,29,35,34
Prerak,Mankad,India,28,66,63,63,65,63,58,52,51,54,48,51
Mayank,Markande,India,24,66,42,39,45,42,45,65,62,68,63,63
Darshan,Misal,India,29,66,46,49,46,43,49,65,60,69,65,63
Mohsin,Khan,India,24,66,43,32,44,50,48,65,64,69,58,59
Govinda,Poddar,India,30,66,63,67,65,58,65,51,49,56,47,47
Prabhsimran,Singh,India,21,66,66,65,66,67,57,24,27,15,33,37
Sachin,Baby,India,33,66,65,68,67,62,66,43,41,45,41,38
Chetan,Sakariya,India,24,66,22,21,20,24,33,66,65,70,63,61
Cheepurapalli,Stephen,India,28,66,29,37,29,19,45,66,66,70,59,57
Tilak,Varma,India,19,66,65,66,66,63,64,34,29,38,38,37
Basil,George,Malta,24,66,65,64,67,68,47,39,36,42,41,40
Rohit,Paudel,Nepal,19,66,55,55,59,50,67,63,68,68,48,37
